Reporting_Economy,ProductSector,Partner_Economy,2016,2017,2018,2019,2020,2021,2022
Ghana,SI3_AGG - MA - Manufactures,World,916,930,602,873,1529,2169,
Ghana,SI3_AGG - MAIS - Iron and steel,World,39,42,40,59,88,139,
Ghana,SI3_AGG - MACH - Chemicals,World,410,281,125,281,202,179,
Ghana,SI3_AGG - MACHPH - Pharmaceuticals,World,78,2,4,8,7,4,
Ghana,SI3_AGG - MAMT - Machinery and transport equipment,World,96,40,120,44,36,27,
Ghana,SI3_AGG - MAMTOF - Office and telecom equipment,World,10,4,45,6,15,3,
Ghana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,1,1,1,
Ghana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7,3,42,2,2,2,
Ghana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,0,2,3,12,0,
Ghana,SI3_AGG - MAMTTE - Transport equipment,World,11,5,7,8,6,7,
Ghana,SI3_AGG - MAMTAU - Automotive products,World,7,2,4,5,3,1,
Ghana,SI3_AGG - MATE - Textiles,World,12,83,7,26,18,248,
Ghana,SI3_AGG - MACL - Clothing,World,0,10,23,18,4,1,
Gibraltar,SI3_AGG - TO - Total merchandise,World,307,,,,,,
Greece,SI3_AGG - TO - Total merchandise,World,28151,32627,39502,37907,35215,47218,57392
Greece,SI3_AGG - AG - Agricultural products,World,6953,7107,7863,7592,8383,10189,
Greece,SI3_AGG - AGFO - Food,World,6403,6487,7249,6809,7757,9077,
Greece,SI3_AGG - MI - Fuels and mining products,World,10032,13174,17140,15127,10741,17627,
Greece,SI3_AGG - MIFU - Fuels,World,7634,10144,13563,11943,7689,13323,
Greece,SI3_AGG - MA - Manufactures,World,10579,11547,13684,14383,15315,18518,
Greece,SI3_AGG - MAIS - Iron and steel,World,538,780,1203,909,944,1142,
Greece,SI3_AGG - MACH - Chemicals,World,3041,3477,4135,4608,5775,6701,
Greece,SI3_AGG - MACHPH - Pharmaceuticals,World,1173,1345,1743,2176,3293,3415,
Greece,SI3_AGG - MAMT - Machinery and transport equipment,World,2887,2914,3460,3559,3730,4574,
Greece,SI3_AGG - MAMTOF - Office and telecom equipment,World,939,853,1198,1152,1185,1337,
Greece,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,610,523,843,823,758,663,
Greece,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,311,305,329,299,376,557,
Greece,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,18,26,26,31,51,117,
Greece,SI3_AGG - MAMTTE - Transport equipment,World,550,437,525,479,598,663,
Greece,SI3_AGG - MAMTAU - Automotive products,World,144,133,173,165,189,209,
Greece,SI3_AGG - MATE - Textiles,World,479,517,546,550,572,684,
Greece,SI3_AGG - MACL - Clothing,World,655,769,882,1159,809,1061,
Greenland,SI3_AGG - TO - Total merchandise,World,575,596,699,826,816,802,877
Greenland,SI3_AGG - AG - Agricultural products,World,510,536,592,682,688,683,
Greenland,SI3_AGG - AGFO - Food,World,510,536,592,681,688,683,
Greenland,SI3_AGG - MI - Fuels and mining products,World,1,1,1,1,1,1,
Greenland,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MA - Manufactures,World,44,40,29,96,126,89,
Greenland,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MAMT - Machinery and transport equipment,World,42,36,25,66,92,53,
Greenland,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MAMTTE - Transport equipment,World,41,33,24,62,88,49,
Greenland,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Greenland,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Grenada,SI3_AGG - TO - Total merchandise,World,30,30,31,34,25,35,37
Grenada,SI3_AGG - AG - Agricultural products,World,19,23,18,22,17,20,
Grenada,SI3_AGG - AGFO - Food,World,19,23,18,22,17,20,
Grenada,SI3_AGG - MI - Fuels and mining products,World,0,1,0,0,0,0,
Grenada,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0,
Grenada,SI3_AGG - MA - Manufactures,World,11,7,13,9,5,9,
Grenada,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0,
Grenada,SI3_AGG - MACH - Chemicals,World,1,1,2,2,1,1,
Grenada,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Grenada,SI3_AGG - MAMT - Machinery and transport equipment,World,5,3,8,4,1,5,
Grenada,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,1,3,1,0,0,
Grenada,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Grenada,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,1,3,1,0,0,
Grenada,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Grenada,SI3_AGG - MAMTTE - Transport equipment,World,1,1,4,2,1,1,
Grenada,SI3_AGG - MAMTAU - Automotive products,World,1,0,0,1,0,0,
Grenada,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Grenada,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Guam,SI3_AGG - TO - Total merchandise,World,33,33,34,32,36,44,59
Guatemala,SI3_AGG - TO - Total merchandise,World,10447,10990,10769,11175,11521,13753,15695
Guatemala,SI3_AGG - AG - Agricultural products,World,5047,5602,5466,5762,6304,6735,
Guatemala,SI3_AGG - AGFO - Food,World,4760,5246,5139,5440,5995,6291,
Guatemala,SI3_AGG - MI - Fuels and mining products,World,1028,775,569,600,388,557,
Guatemala,SI3_AGG - MIFU - Fuels,World,338,381,454,514,275,372,
Guatemala,SI3_AGG - MA - Manufactures,World,4370,4612,4734,4811,4829,6434,
Guatemala,SI3_AGG - MAIS - Iron and steel,World,299,385,442,479,537,791,
Guatemala,SI3_AGG - MACH - Chemicals,World,1293,1207,1184,1274,1380,1681,
Guatemala,SI3_AGG - MACHPH - Pharmaceuticals,World,317,231,223,244,274,335,
Guatemala,SI3_AGG - MAMT - Machinery and transport equipment,World,244,285,243,215,204,317,
Guatemala,SI3_AGG - MAMTOF - Office and telecom equipment,World,22,29,31,29,25,48,
Guatemala,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,6,6,5,7,5,13,
Guatemala,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,14,10,11,11,14,28,
Guatemala,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,13,15,11,6,8,
Guatemala,SI3_AGG - MAMTTE - Transport equipment,World,72,63,66,48,46,68,
Guatemala,SI3_AGG - MAMTAU - Automotive products,World,38,28,38,35,30,47,
Guatemala,SI3_AGG - MATE - Textiles,World,271,288,336,354,395,515,
Guatemala,SI3_AGG - MACL - Clothing,World,1316,1391,1510,1459,1274,1668,
Guinea,SI3_AGG - TO - Total merchandise,World,2414,4594,3978,3945,8931,10239,11150
Guinea,SI3_AGG - AG - Agricultural products,World,194,339,205,161,297,349,
Guinea,SI3_AGG - AGFO - Food,World,5,276,175,140,258,315,
Guinea,SI3_AGG - MI - Fuels and mining products,World,2053,3438,3234,3192,5997,5281,
Guinea,SI3_AGG - MIFU - Fuels,World,274,459,120,82,88,15,
Guinea,SI3_AGG - MA - Manufactures,World,129,107,35,29,28,43,
Guinea,SI3_AGG - MAIS - Iron and steel,World,9,0,1,0,0,0,
Guinea,SI3_AGG - MACH - Chemicals,World,0,34,1,1,1,2,
Guinea,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,1,
Guinea,SI3_AGG - MAMT - Machinery and transport equipment,World,24,21,15,14,15,22,
Guinea,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,0,0,1,1,5,
Guinea,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,1,
Guinea,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,0,1,1,1,
Guinea,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,4,
Guinea,SI3_AGG - MAMTTE - Transport equipment,World,15,4,3,3,1,3,
Guinea,SI3_AGG - MAMTAU - Automotive products,World,1,3,2,1,1,2,
Guinea,SI3_AGG - MATE - Textiles,World,0,1,1,0,0,0,
Guinea,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Guinea-Bissau,SI3_AGG - TO - Total merchandise,World,277,339,339,249,214,215,236
Gulf Cooperation Council (GCC),SI3_AGG - TO - Total merchandise,World,624990,706231,898985,845292,648316,918631,1335588
Guyana,SI3_AGG - TO - Total merchandise,World,1441,1437,1339,1567,2590,4356,10998
Guyana,SI3_AGG - AG - Agricultural products,World,455,582,427,441,415,392,
Guyana,SI3_AGG - AGFO - Food,World,430,552,404,421,399,356,
Guyana,SI3_AGG - MI - Fuels and mining products,World,116,149,136,146,1196,3028,
Guyana,SI3_AGG - MIFU - Fuels,World,1,0,1,1,1112,2943,
Guyana,SI3_AGG - MA - Manufactures,World,218,419,48,96,594,280,
Guyana,SI3_AGG - MAIS - Iron and steel,World,9,5,1,7,3,0,
Guyana,SI3_AGG - MACH - Chemicals,World,23,22,8,19,127,48,
Guyana,SI3_AGG - MACHPH - Pharmaceuticals,World,3,4,3,3,104,37,
Guyana,SI3_AGG - MAMT - Machinery and transport equipment,World,137,343,4,33,433,202,
Guyana,SI3_AGG - MAMTOF - Office and telecom equipment,World,3,1,0,1,1,1,
Guyana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,1,1,
Guyana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,1,0,0,0,1,
Guyana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Guyana,SI3_AGG - MAMTTE - Transport equipment,World,43,266,1,4,378,183,
Guyana,SI3_AGG - MAMTAU - Automotive products,World,0,1,1,1,7,2,
Guyana,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,1,
Guyana,SI3_AGG - MACL - Clothing,World,1,0,0,0,0,0,
Haiti,SI3_AGG - TO - Total merchandise,World,986,980,1078,1200,721,969,914
Haiti,SI3_AGG - AG - Agricultural products,World,81,71,75,54,42,57,
Haiti,SI3_AGG - AGFO - Food,World,80,70,74,54,42,58,
Haiti,SI3_AGG - MI - Fuels and mining products,World,0,17,12,21,18,26,
Haiti,SI3_AGG - MA - Manufactures,World,904,890,990,1065,658,875,
Haiti,SI3_AGG - MACL - Clothing,World,840,800,897,971,747,1024,
Honduras,SI3_AGG - TO - Total merchandise,World,7960,8656,8644,8788,7683,10216,12222
Honduras,SI3_AGG - AG - Agricultural products,World,2546,3183,2781,2240,2914,3145,
Honduras,SI3_AGG - AGFO - Food,World,2484,3121,2725,2197,2871,3085,
Honduras,SI3_AGG - MI - Fuels and mining products,World,53,168,166,84,148,113,
Honduras,SI3_AGG - MIFU - Fuels,World,1,41,14,0,0,1,
Honduras,SI3_AGG - MA - Manufactures,World,4782,4964,5151,4899,4369,5628,
Honduras,SI3_AGG - MAIS - Iron and steel,World,83,118,116,118,129,211,
Honduras,SI3_AGG - MACH - Chemicals,World,202,213,242,117,306,115,
Honduras,SI3_AGG - MACHPH - Pharmaceuticals,World,11,10,11,12,14,12,
Honduras,SI3_AGG - MAMT - Machinery and transport equipment,World,617,609,491,189,651,927,
Honduras,SI3_AGG - MAMTOF - Office and telecom equipment,World,6,24,3,5,15,18,
Honduras,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,3,2,1,3,4,
Honduras,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,2,1,2,3,2,
Honduras,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,19,0,2,9,12,
Honduras,SI3_AGG - MAMTTE - Transport equipment,World,5,71,67,18,63,22,
Honduras,SI3_AGG - MAMTAU - Automotive products,World,3,68,65,12,61,19,
Honduras,SI3_AGG - MATE - Textiles,World,7,5,25,7,16,13,
Honduras,SI3_AGG - MACL - Clothing,World,3463,3516,3859,4264,2928,4122,
"Hong Kong, China",SI3_AGG - TO - Total merchandise,World,516635,549865,568456,534887,548773,669903,609925
"Hong Kong, China",SI3_AGG - AG - Agricultural products,World,11242,12128,12797,11461,8597,9487,
"Hong Kong, China",SI3_AGG - AGFO - Food,World,10520,11364,12084,10935,8159,9125,
"Hong Kong, China",SI3_AGG - MI - Fuels and mining products,World,5631,7606,7280,6341,8600,15740,
"Hong Kong, China",SI3_AGG - MIFU - Fuels,World,517,588,682,626,475,638,
"Hong Kong, China",SI3_AGG - MA - Manufactures,World,444989,477262,510590,491236,489172,612750,
"Hong Kong, China",SI3_AGG - MAIS - Iron and steel,World,938,969,863,726,636,827,
"Hong Kong, China",SI3_AGG - MACH - Chemicals,World,15117,15675,16144,15513,16649,18896,
"Hong Kong, China",SI3_AGG - MACHPH - Pharmaceuticals,World,1443,1631,1556,1468,1439,1710,
"Hong Kong, China",SI3_AGG - MAMT - Machinery and transport equipment,World,320023,347034,380499,369419,384572,487400,
"Hong Kong, China",SI3_AGG - MAMTOF - Office and telecom equipment,World,254213,275501,302589,293466,309782,398611,
"Hong Kong, China",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,47276,51894,57342,51226,55568,72446,
"Hong Kong, China",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,95076,97376,99300,93987,86077,96808,
"Hong Kong, China",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,111861,126232,145947,148253,168138,229357,
"Hong Kong, China",SI3_AGG - MAMTTE - Transport equipment,World,2649,2694,2969,3082,2666,2666,
"Hong Kong, China",SI3_AGG - MAMTAU - Automotive products,World,1365,1356,1308,1248,982,1145,
"Hong Kong, China",SI3_AGG - MATE - Textiles,World,7901,7611,7389,6397,5439,5414,
"Hong Kong, China",SI3_AGG - MACL - Clothing,World,15688,14488,13859,12291,8232,8587,
Hungary,SI3_AGG - TO - Total merchandise,World,101919,113806,124705,123796,120654,141830,151303
Hungary,SI3_AGG - AG - Agricultural products,World,9147,10168,10353,10469,10867,12584,
Hungary,SI3_AGG - AGFO - Food,World,8404,9517,9662,9783,10329,11777,
Hungary,SI3_AGG - MI - Fuels and mining products,World,3147,5025,7288,5799,4497,7662,
Hungary,SI3_AGG - MIFU - Fuels,World,1917,3469,5471,4227,3059,5517,
Hungary,SI3_AGG - MA - Manufactures,World,89284,97416,105285,105331,102807,118508,
Hungary,SI3_AGG - MAIS - Iron and steel,World,878,1410,1728,1439,1247,1753,
Hungary,SI3_AGG - MACH - Chemicals,World,11411,13633,15000,14627,15798,18841,
Hungary,SI3_AGG - MACHPH - Pharmaceuticals,World,4928,5666,6268,6623,7697,7908,
Hungary,SI3_AGG - MAMT - Machinery and transport equipment,World,57767,61987,67121,69356,67099,75828,
Hungary,SI3_AGG - MAMTOF - Office and telecom equipment,World,12060,13127,14403,16457,16669,18102,
Hungary,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4407,4670,4834,4800,4916,5006,
Hungary,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6975,7664,8682,10603,10848,11994,
Hungary,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,678,793,888,1053,905,1102,
Hungary,SI3_AGG - MAMTTE - Transport equipment,World,25550,25405,26868,27575,24285,26126,
Hungary,SI3_AGG - MAMTAU - Automotive products,World,22319,22819,23637,24888,21857,23154,
Hungary,SI3_AGG - MATE - Textiles,World,855,930,903,960,1000,1115,
Hungary,SI3_AGG - MACL - Clothing,World,692,870,778,699,734,871,
Iceland,SI3_AGG - TO - Total merchandise,World,4436,4878,5556,5223,4582,5987,7390
Iceland,SI3_AGG - AG - Agricultural products,World,2145,2120,2501,2471,2351,2781,
Iceland,SI3_AGG - AGFO - Food,World,2101,2080,2462,2445,2327,2746,
Iceland,SI3_AGG - MI - Fuels and mining products,World,1676,2086,2392,1918,1687,2449,
Iceland,SI3_AGG - MIFU - Fuels,World,58,58,112,83,33,69,
Iceland,SI3_AGG - MA - Manufactures,World,585,635,611,801,517,714,
Iceland,SI3_AGG - MAIS - Iron and steel,World,136,139,178,133,123,190,
Iceland,SI3_AGG - MACH - Chemicals,World,94,55,41,69,77,116,
Iceland,SI3_AGG - MACHPH - Pharmaceuticals,World,74,20,9,1,14,7,
Iceland,SI3_AGG - MAMT - Machinery and transport equipment,World,224,297,252,445,182,250,
Iceland,SI3_AGG - MAMTOF - Office and telecom equipment,World,7,10,11,9,13,21,
Iceland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4,6,6,4,9,16,
Iceland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,3,3,3,2,3,
Iceland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,2,1,2,2,
Iceland,SI3_AGG - MAMTTE - Transport equipment,World,50,122,44,247,28,76,
Iceland,SI3_AGG - MAMTAU - Automotive products,World,2,3,6,11,6,8,
Iceland,SI3_AGG - MATE - Textiles,World,7,8,6,9,9,9,
Iceland,SI3_AGG - MACL - Clothing,World,3,3,4,5,6,8,
India,SI3_AGG - TO - Total merchandise,World,264542,299241,324778,324340,276410,395426,453481
India,SI3_AGG - AG - Agricultural products,World,33064,38833,38927,37371,38872,50490,
India,SI3_AGG - AGFO - Food,World,29062,34374,33865,33665,35189,44690,
India,SI3_AGG - MI - Fuels and mining products,World,35929,47674,59987,55978,40591,75455,
India,SI3_AGG - MIFU - Fuels,World,27704,35871,48591,44532,27633,56398,
India,SI3_AGG - MA - Manufactures,World,186061,205024,223265,229445,195416,268509,
India,SI3_AGG - MAIS - Iron and steel,World,8245,13905,12147,12064,12562,23610,
India,SI3_AGG - MACH - Chemicals,World,36689,40916,50071,53104,52693,62291,
India,SI3_AGG - MACHPH - Pharmaceuticals,World,14391,14276,15755,17859,20030,21012,
India,SI3_AGG - MAMT - Machinery and transport equipment,World,43358,49071,57014,61678,50630,68289,
India,SI3_AGG - MAMTOF - Office and telecom equipment,World,2368,2439,3686,6366,5712,8961,
India,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,538,1013,997,1261,1120,1912,
India,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1475,973,2144,4300,3992,6129,
India,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,355,452,544,805,599,920,
India,SI3_AGG - MAMTTE - Transport equipment,World,22823,25284,26453,27238,20577,27068,
India,SI3_AGG - MAMTAU - Automotive products,World,12605,13651,15397,14704,10533,14753,
India,SI3_AGG - MATE - Textiles,World,16121,17078,18115,17189,15042,22233,
India,SI3_AGG - MACL - Clothing,World,17932,18313,16552,17160,12973,16150,
Indonesia,SI3_AGG - TO - Total merchandise,World,144490,168811,180124,167683,163306,231506,291979
Indonesia,SI3_AGG - AG - Agricultural products,World,39152,49293,46033,43192,46858,65099,
Indonesia,SI3_AGG - AGFO - Food,World,32188,39136,36852,34045,38529,54391,
Indonesia,SI3_AGG - MI - Fuels and mining products,World,36179,46917,54393,43238,34597,60796,
Indonesia,SI3_AGG - MIFU - Fuels,World,27871,36865,42008,34103,25502,45110,
Indonesia,SI3_AGG - MA - Manufactures,World,67707,70662,77704,77622,76070,103953,
Indonesia,SI3_AGG - MAIS - Iron and steel,World,2187,3752,6369,7839,11222,21372,
Indonesia,SI3_AGG - MACH - Chemicals,World,9223,9708,11230,10453,9743,13419,
Indonesia,SI3_AGG - MACHPH - Pharmaceuticals,World,586,576,565,572,610,572,
Indonesia,SI3_AGG - MAMT - Machinery and transport equipment,World,20220,21566,22627,23250,21416,26981,
Indonesia,SI3_AGG - MAMTOF - Office and telecom equipment,World,4949,5221,5387,5257,5689,7006,
Indonesia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1840,2427,2216,1970,2096,2450,
Indonesia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2564,2115,2474,2733,3055,3857,
Indonesia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,545,679,698,553,539,699,
Indonesia,SI3_AGG - MAMTTE - Transport equipment,World,7449,8264,9027,9842,7958,10024,
Indonesia,SI3_AGG - MAMTAU - Automotive products,World,5314,6043,6378,6544,5028,6276,
Indonesia,SI3_AGG - MATE - Textiles,World,4105,4043,4008,3694,2867,3474,
